tconst,title,original_title,year,genre,duration,country,language,director,writer,description,avg_vote,votes,imageurls,linktowatch
tt4875960,1 Interrogation,1 Interrogation,2020,Crime,95,USA,"English, Russian",Dan Hewitt Owens,"Charidy Wronski, Dan Hewitt Owens","    Detective Bill Daniels has spent the last 40 years in the interrogation unit. Some are criminals, some are victims. Faced with the truth, some lie, some are defiant and some find redemption.",8.4,1036,"https://m.media-amazon.com/images/M/MV5BZDFhODE1YjMtMzEzOS00OTMzLWE0ZDktODM3YjkzNDVjZWFmXkEyXkFqcGdeQXVyMjg0MTcyMQ@@._V1_UY268_CR4,0,182,268_AL_.jpg",https://tubitv.com/
tt7939428,10 cose da fare prima di lasciarsi,10 Things We Should Do Before We Break Up,2020,Romance,74,USA,English,Galt Niederhoffer,Galt Niederhoffer,"    After Abigail, a single mom of two, becomes pregnant following a one-night stand with Ben, the unlikely pair try to make a go of it.",4.7,486,"https://m.media-amazon.com/images/M/MV5BNWQzZmQ5MjMtMGYzMC00ZjBkLTg1YmItY2ViYWZkMDgzMjllXkEyXkFqcGdeQXVyMjI4MTYwNTY@._V1_UX182_CR0,0,182,268_AL_.jpg",https://tubitv.com/
tt7661376,2 Minutes of Fame,2 Minutes of Fame,2020,Comedy,97,USA,English,Leslie Small,"Devon Shepard, Yamara Taylor",    An up-and-coming stand-up comic moves to L.A. to pursue a film career after video clips of his act make him an online sensation.,5.1,273,"https://m.media-amazon.com/images/M/MV5BZjkzNjRlOWMtMDc1Ny00ZTA2LWIzZDItMmY4ZDMxODBjMDhhXkEyXkFqcGdeQXVyMjI0NjI0Nw@@._V1_UY268_CR4,0,182,268_AL_.jpg",https://www.amazon.com/gp/video/detail/amzn1.dv.gti.e0b95521-75db-85c2-8e31-50850e667e83?tag=imdbtag_tt_wbr_pvc_hbo-20
tt8241876,5th Borough,5th Borough,2020,Crime,95,USA,English,Steve Stanulis,"John Bianco, Steve Stanulis","    5th Borough, starring Steve Stanulis, Tara Reid, James Russo, Audrey Landers, Federico Castelluccio, Marc John Jefferies, and directed by Steve Stanulis, can be related to ""The Sopranos"" meets ""The Departed"". The story line is about Nicks' daughter, who is diagnosed with a brain tumor. He needs money- lots of it. On Staten Island, your options are limited, but you can always count on family. The film recently screened at Hell's Kitchen Film Festival and won two awards- ""Best Drama"" and ""Best Ensemble Cast"". The Netflix release will be in Spring 2020.",8.6,1178,"https://m.media-amazon.com/images/M/MV5BYzY3MTgxMjAtNDVlYi00MDJhLTgyMTUtY2Y1NWU4MTQ1ZjI3XkEyXkFqcGdeQXVyOTE1MDc0Ng@@._V1_UY268_CR3,0,182,268_AL_.jpg",https://tubitv.com/
tt10525236,A Daughter's Ordeal,A Daughter's Ordeal,2020,Thriller,86,USA,English,Richard Switzer,John Burd,"    Hope has always been close to her daughter Lacy. But since her divorce from her husband, Hope has been worried about Lacy, who is struggling to cope. So Hope is excited when Lacy brings home a new friend, Cassie, whose parents recently divorced as well. Lacy and Cassie quickly become the best of friends. But when Cassie begins to drive a wedge between Lacy and her mother, Hope begins to wonder if Cassie is the godsend she first imagined.",4.8,154,"https://m.media-amazon.com/images/M/MV5BYTg5NTdhMGUtNzc1Ni00MzdkLTkxYmItZDA0MzIwMzI2ZGFiXkEyXkFqcGdeQXVyNzAwNTY5MzA@._V1_UX182_CR0,0,182,268_AL_.jpg",https://www.amazon.com/gp/video/detail/amzn1.dv.gti.76b90cf6-3671-9476-4079-366bc0ef1170?tag=imdbtag_tt_wbr_pvt_aiv-20
tt11390036,La verità di Grace,A Fall from Grace,2020,"Drama, Thriller",115,USA,English,Tyler Perry,Tyler Perry,"    Grace Waters (Crystal Fox), a longtime pillar of her Virginia community, stays composed when her ex weds his mistress and her son moves away. With convincing from her best friend Sarah (Phylicia Rashad), she tries putting herself first, and a handsome stranger (Mehcad Brooks) becomes her surprise second love. Yet any woman can snap, and Grace's new husband soon ravages her life, her work and - many say - her sanity. Shuttered in a cell awaiting trial for his murder, Grace's only hope for vindication lies with Jasmine Bryant (Bresha Webb), a public defender who has never tried a case. Co-starring Oscar nominee Cicely Tyson and writer/director Tyler Perry, A FALL FROM GRACE is a mesmerizing thriller built from unthinkable secrets.",5.8,10075,"https://m.media-amazon.com/images/M/MV5BNDM2YjliZDUtZWUzYi00ZDY4LWJlMTEtZGZiZDViZjJiMTllXkEyXkFqcGdeQXVyODk4OTc3MTY@._V1_UX182_CR0,0,182,268_AL_.jpg",https://www.netflix.com/watch/81127902?source=imdb
tt12036096,Ninna nanna mortale,A Mother Knows Worst,2020,"Drama, Thriller",86,USA,English,Robert Malenfant,"Rebeca Hughes, Stephen Lyons","    After losing her child, Olivia Davis meets a woman and her daughter and admiration turns into obsession.",5.4,123,"https://m.media-amazon.com/images/M/MV5BYWU5MjYwZjktMzkzNy00NTIyLTgyMDYtZDQ1MzM1ZjE2OTQzXkEyXkFqcGdeQXVyMTQyNDk2NzE@._V1_UY268_CR2,0,182,268_AL_.jpg",https://www.amazon.com/gp/video/detail/amzn1.dv.gti.bab88cdc-023f-bc1d-4c6a-3ce8f7fd08fd?tag=imdbtag_tt_wbr_pvc_lifetimemovieclub-20
tt3278540,A Nice Girl Like You,A Nice Girl Like You,2020,"Comedy, Romance",94,USA,English,"Chris Riedell, Nick Riedell","Ayn Carrillo Gailey, Andrea Marcellus","    ""A Nice Girl Like You"" is a romantic-comedy film starring award-winning actresses Lucy Hale (Pretty Little Liars, Truth or Dare), Mindy Cohn (Consequences, The Facts Of Life), Jackie Cruz (Orange Is The New Black), Australian actor Leonidas Gulaptis (The Answer, Gala and Godfrey), and Adhir Kalyan (Rules of Engagement ). Based on the popular memoir by Ayn Carrillo-Gailey, the story follows Lucy Neal (Hale), a violinist who is thrown for a loop when she is accused of being too inhibited by her ex-boyfriend. In an effort to prove him wrong, Lucy creates a rather wild to-do list that sends her on a whirlwind and surprising journey of self-discovery, friendship, and new love.",5.1,905,"https://m.media-amazon.com/images/M/MV5BZGVlZjkyMGItMWJiMC00MzFkLWIyYTMtZTU3Yjg3OTM3M2QwXkEyXkFqcGdeQXVyODQ2ODY5MQ@@._V1_UX182_CR0,0,182,268_AL_.jpg",http://www.hulu.com/watch/1000136532?d=Amazon
tt8426182,A Nun's Curse,A Nun's Curse,2020,Horror,73,USA,,Tommy Faircloth,Tommy Faircloth,"    While on a weekend trip, a group of friends are forced to seek shelter inside an abandoned prison where a nun named Sister Monday had once been assigned. During her time at the prison, Sister Monday was suspected of killing prisoners who were serving out their sentences but before she could be questioned, she disappeared. Once inside the prison, terrifying childhood memories and family conflict come to the surface for the group where they are forced to face their fears. Don't CROSS Sister Monday. She will PREY for you.",2.7,160,"https://m.media-amazon.com/images/M/MV5BMDBmOTlhMGQtOGJmNC00MmEzLTg1MWYtZGMyYmIxMThkNmFkXkEyXkFqcGdeQXVyNDQxNjE3ODc@._V1_UY268_CR2,0,182,268_AL_.jpg",https://www.amazon.com/gp/video/detail/amzn1.dv.gti.b4b89370-7335-fe90-602a-115420aa6766?tag=imdbtag_tt_wbr_pvs_piv-20
tt9646548,Açela,Açela,2020,"Animation, Adventure, Comedy",70,USA,English,Özgür Dogruöz,Özgür Dogruöz,    Açela and her friends embark on an enchanting journey deep into a mysterious forest to discover the village's legend of the Taleteller.,6.5,947,"https://m.media-amazon.com/images/M/MV5BNjVjNjRjMzMtNTIyMS00ODE1LWEwNDAtYTVhNDJiY2I3YmZkXkEyXkFqcGdeQXVyNzk5ODY5Njk@._V1_UY268_CR9,0,182,268_AL_.jpg",https://www.amazon.com/gp/video/detail/amzn1.dv.gti.feb7e8fa-0828-31f9-c3c3-bb9ab33f8b6d?tag=imdbtag_tt_wbr_pvt_aiv-20
tt10740584,Abigail Haunting,Abigail Haunting,2020,Horror,85,USA,English,Kelly Schwarze,"Charisma Manulat, Kelly Schwarze","    After escaping the clutches of an abusive relationship, Katie reluctantly returns to the foster home she grew up in. Little does she know, her foster mother Marge is harboring a sinister secret dating back a decade. Now, Katie finds herself caught up in a horrifying family drama while confronting an angry spirit named Abigail.",3.8,398,"https://m.media-amazon.com/images/M/MV5BYzc4Y2EzNDItNDYzNC00NGJhLWI1YjctMjdhMDBjZDQ2ZmEyXkEyXkFqcGdeQXVyMTcxODA1Mw@@._V1_UX182_CR0,0,182,268_AL_.jpg",https://www.amazon.com/gp/video/detail/amzn1.dv.gti.9ab88a36-6780-fdce-c44e-897226dab29b?tag=imdbtag_tt_wbr_pvs_piv-20
tt10674930,Abominable,Abominable,2020,Horror,72,USA,English,Jamaal Burden,,"    A research team embarks on a journey to obtain a plant that can advance medical research by centuries. While stumbling upon clues of the previous expedition, they discover that a Yeti creature lurks within the Himalayan mountains and will do anything to protect its terrain.",3.8,591,"https://m.media-amazon.com/images/M/MV5BOTMxZTk2Y2QtODFjMC00M2M4LThlZmItYjYwZjczMmRmMTBjXkEyXkFqcGdeQXVyNTM3MDMyMDQ@._V1_UY268_CR9,0,182,268_AL_.jpg",https://tubitv.com/
tt11343416,Acrylic,Acrylic,2020,Comedy,78,USA,,Nicole D'Angelo,Nicole D'Angelo,    A colorful neighborhood salon is threatened by a new addition. The pot is stirred by a local magazine competition and a long standing rivalry. Which salon has what it takes to win the grand prize?,6.8,1541,"https://m.media-amazon.com/images/M/MV5BYmQ5MGMyYWMtMjE1YS00ZWVkLThjYjUtODMwM2E5YTljMzhkXkEyXkFqcGdeQXVyMjM2OTAxNg@@._V1_UY268_CR9,0,182,268_AL_.jpg",https://tubitv.com/
tt8545636,Adventures of Rufus: The Fantastic Pet,Adventures of Rufus: The Fantastic Pet,2020,"Adventure, Family",82,"France, USA",English,Ryan Bellgardt,"Chris Hoyt, Ryan Bellgardt","    Friends Scott and Emily, are at Scott's grandmother's home when they suddenly discover a mysterious creature Rufus and the wizard Abbot in a secret room. They have a mission: with the help of an ancient spell book, they'll gather some ingredients to make a magic dust to save their world, a magical world. However, they encounter several obstacles when three mean servants with mysterious power want to put their hands on the book which they believe has spells to turn everything into gold.",4.3,275,"https://m.media-amazon.com/images/M/MV5BMTUwZmQ1NzItMDViMy00MzY5LWE2NDAtNjAxMjQ5OTI0ZjY1XkEyXkFqcGdeQXVyOTg4MDYyNw@@._V1_UY268_CR6,0,182,268_AL_.jpg",https://tubitv.com/
tt10275080,Agent Jade Black,Agent Jade Black,2020,Action,101,USA,English,Terry Spears,Terry Spears,    A skilled young female agent is tasked with capturing a rogue former agent before she can unleash a biological weapon starting with the wealthy and powerful purveyors of the international sex trade.,1.7,181,"https://m.media-amazon.com/images/M/MV5BN2Q5ZDM4NmQtZDRiOC00ZGM5LTkzYjgtNjJkMDhkYWJmZGQzXkEyXkFqcGdeQXVyNjk1NTUwMTg@._V1_UX182_CR0,0,182,268_AL_.jpg",https://www.crackle.com/
tt3993886,All Day and a Night,All Day and a Night,2020,Drama,121,USA,English,Joe Robert Cole,Joe Robert Cole,"    As soft-spoken Jahkor Abraham Lincoln (Ashton Sanders) struggles to keep his dream of rapping alive amidst a gang war in Oakland, his ill-fated life and real-world responsibilities drive him further and further across the line of right and wrong with tragic consequences. Landing in prison beside his father, J.D. (Jeffrey Wright) whom he never wanted to be like, Jahkor embarks on an unlikely journey of self-discovery, exploring the events that unite them, in hopes of helping his newborn son break a cycle that feels unavoidable. A powerful film from Black Panther co-writer Joe Robert Cole, ALL DAY AND A NIGHT co-stars Isaiah John, Kelly Jenrette, Shakira Ja'Nai Paye, Regina Taylor, Christopher Meyer and Yahya Abdul-Mateen II.",5.8,2598,"https://m.media-amazon.com/images/M/MV5BNjBlNGNjOWUtOWE3NC00OTU3LTk2ZmQtZTIyYjc0NDgwMjM1XkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_UX182_CR0,0,182,268_AL_.jpg",https://www.netflix.com/watch/80226923?source=imdb
tt4160608,All for Nikki,All for Nikki,2020,"Comedy, Crime",88,USA,English,Brandon Willer,"Scot Beidelman, Scot Beidelman","    Failed musician Kyle Cassidy is in love with Nikki Duke, the charismatic wife of an abusive rock star who's away on tour. After a wild evening at the Dukes' Hollywood Hills mansion, Nikki passes out and bumps her head. Kyle, in a drug-fueled panic, calls 911. When two newly partnered paramedics arrive at the scene, they rouse Nikki, patch up Kyle, and then attempt to rob the pair - a plan that quickly goes awry, sending the group on a dark, hilarious adventure into the Los Angeles night.",4.8,130,"https://m.media-amazon.com/images/M/MV5BOWQ1ZGNkZWQtMzg2ZC00ZmQ4LTg2ODMtYWZiNzRkZmNhYmViXkEyXkFqcGdeQXVyMTY0ODExMzQ@._V1_UY268_CR4,0,182,268_AL_.jpg",https://www.amazon.com/gp/video/detail/amzn1.dv.gti.bcba0330-2cf0-374d-6a7b-e3e1a1d2892a?tag=imdbtag_tt_wbr_pvs_piv-20
tt3907584,Raccontami di un giorno perfetto,All the Bright Places,2020,"Drama, Romance",107,USA,English,Brett Haley,"Liz Hannah, Jennifer Niven","    The story of Violet Markey and Theodore Finch, who meet and change each other's lives forever. As they struggle with the emotional and physical scars of their past, they come together, discovering that even the smallest places and moments can mean something.",6.5,17187,"https://m.media-amazon.com/images/M/MV5BY2FkY2E1OTgtYmFhYi00NzczLThjYjktNDljN2ZiZGY4OGIzXkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_UX182_CR0,0,182,268_AL_.jpg",https://www.netflix.com/watch/80208802?source=imdb
tt3155342,All Together Now,All Together Now,2020,Drama,92,USA,English,Brett Haley,"Matthew Quick, Matthew Quick","    Amber Appleton (Auli'i Cravalho) remains an optimist even when her personal life is far less stable than it appears on the surface. A musically gifted high school student with aspirations to attend Carnegie Mellon, Amber balances her beloved high school drama club helmed by Mr. Franks (Fred Armisen) with working long hours at a donut shop to help support herself and her down-on-her-luck single mom (Justina Machado). She also spends time at the local retirement community, giving care and attention to her favorite pessimistic resident (Carol Burnett). When new obstacles present themselves that threaten her dreams, Amber must learn to lean on the strength of her chosen family to move forward.",6.5,1221,"https://m.media-amazon.com/images/M/MV5BZTM4OGY1NDctM2ZiMy00NWZhLThjODktODY1YTczOTdhYzgzXkEyXkFqcGdeQXVyNjEwNTM2Mzc@._V1_UX182_CR0,0,182,268_AL_.jpg",https://www.netflix.com/watch/80237870?source=imdb
tt9248110,Allagash,Allagash,2020,Thriller,89,USA,English,John Barr,"John Barr, Alan Petherick","    An old lonely guy living in his fancy truck camper is well known to the locals in this Maine village in the winter. Even to all the rangers of the remote forests he likes to hunt in. He goes out with his rifle for one last buck, but accidentally shoots someone moving around in the trees. He fearfully goes back to the ranger station and then to town only to see the news of a casino heist with dangerous armed assailants on the loose, including the person he shot. But there is also more than a million dollars missing. He goes back to the body and that's when things get nasty.",5,720,"https://m.media-amazon.com/images/M/MV5BMDc0NmM3ZDUtOWZhOS00MmJmLThiZTAtODcwZTI0NjJhM2IxXkEyXkFqcGdeQXVyNDExMzMxNjE@._V1_UX182_CR0,0,182,268_AL_.jpg",https://www.crackle.com/
tt10332854,Alone,Alone,2020,Thriller,81,USA,English,Vladislav Khesin,"Samuel Bandeira, Gabriel Legua","    ""Alone"" follows a writer seeking peace and solitude in the countryside in an attempt to recover from tragedy and finish her book. However, as the welcoming country house turns into a living hell, she soon realizes that her inner demons are not the worst of her problems.",4.7,514,"https://m.media-amazon.com/images/M/MV5BYmFiNTZjMmYtMTcyZS00MGQ5LWEwMDYtMGI5MGJiMjUwMDZhXkEyXkFqcGdeQXVyNzQ3MDQzMA@@._V1_UX182_CR0,0,182,268_AL_.jpg",https://www.amazon.com/gp/video/detail/amzn1.dv.gti.d0b77eec-031d-4ea6-9002-c57cdae7b28f?tag=imdbtag_tt_wbr_pvt_aiv-20
tt7711170,Alone,Alone,2020,Thriller,98,USA,English,John Hyams,Mattias Olsson,"    A recently widowed traveler is kidnapped by a cold blooded killer, only to escape into the wilderness where she is forced to battle against the elements as her pursuer closes in on her.",6,246,"https://m.media-amazon.com/images/M/MV5BOWFhOTc1MmYtOGYxZS00YTBmLWEwZTYtZTkwZTZmZDM2M2MwXkEyXkFqcGdeQXVyMjQ2NDU3NDY@._V1_UX182_CR0,0,182,268_AL_.jpg",http://www.hulu.com/watch/1000152437?d=Amazon
tt7507924,Alpha Code,Alpha Code,2020,"Mystery, Sci-Fi, Thriller",97,"Czech Republic, USA","English, Czech",Keoni Waxman,"Milan Friedrich, Milan Friedrich","    Prague, Czech Republic: Johana, a woman with no past, is hiding from a UN Agent Bowie, a head of secret space program. On her run she meets Martin and with help of Bowie's ex-colleague Lance they both help Martin to find his half alien daughter.",3.1,120,"https://m.media-amazon.com/images/M/MV5BZDU1YWU3ZmItNTExOC00NmU5LWI3N2EtZGMwMTQ4OTE5ZmY0XkEyXkFqcGdeQXVyNjc0MTQyNjk@._V1_UY268_CR4,0,182,268_AL_.jpg",https://www.amazon.com/gp/video/detail/amzn1.dv.gti.dcb95cf1-e1bb-0e81-b661-1a64a3076314?tag=imdbtag_tt_wbr_pvs_piv-20
tt9310328,Altered Carbon: Resleeved,Altered Carbon: Resleeved,2020,"Animation, Action, Crime",74,"Japan, USA",Japanese,"Takeru Nakajima, Yoshiyuki Okada","Dai Satô, Tsukasa Kondo","    On the planet Latimer, reawakened Takeshi Kovacs must protect a teenage tattooist named Holly while investigating the death of a yakuza boss alongside Gina, a strangely familiar no-nonsense CTAC agent.",6.5,4133,"https://m.media-amazon.com/images/M/MV5BMzQ4OTA4YjYtMjQ5My00ZGEzLTkyOGYtNzk4NjZlYTc5MTBjXkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_UX182_CR0,0,182,268_AL_.jpg",https://www.netflix.com/watch/81001991?source=imdb
tt7765778,American Wisper,American Wisper,2020,"Crime, Thriller",91,USA,English,Russ Emanuel,"Rod Cavin, Howard Nash","    'Wisper' is the true of the murder of a middle-class African American family. In June 2016, three children and their mother were found shot to death at their suburban home in Northern New Jersey, and discovered by father and husband Josiah Wisper - a brash businessman who owned bars, restaurants and real estate in Harlem, N.Y. Josiah Wisper was eventually ruled out as a suspect by law enforcement officials, but never in the eyes of those in his community, the people he had known for nearly half his life. Josiah quickly embarks on a search to find out who killed his family. His personal video recordings and diaries take us to family, friends, police precincts, newspapers, drug dens, and street-gang hangouts - all in the hope of piecing together the clues needed to solve this tragic crime. Wisper's ""on-camera"" journey takes us on a roller-coaster ride of emotions leading to a shocking conclusion - and Josiah's final discovery of what it takes to be a man. 'Wisper' is inspired by true ...",6.4,1327,"https://m.media-amazon.com/images/M/MV5BYTAwZTkxZTUtZmMwYi00ZDBjLWJkY2ItYmNjOGE3YTY4MTIxXkEyXkFqcGdeQXVyMjM2OTAxNg@@._V1_UY268_CR9,0,182,268_AL_.jpg",https://www.amazon.com/gp/video/detail/amzn1.dv.gti.1eb8754a-93e0-d169-8c30-e80b0ee4b4b7?tag=imdbtag_tt_wbr_pvs_piv-20
tt12057580,Amityville Island,Amityville Island,2020,"Action, Horror, Sci-Fi",70,USA,English,"Mark Polonia, Paul Alan Steele",John Oak Dalton,    A cursed survivor of killings at the Amityville House brings evil to a small island where bizarre genetic experiments are carried out on humans and animals in a secret women's prison.,1.7,142,"https://m.media-amazon.com/images/M/MV5BNjg3NDFiNTgtYWExYS00MDk4LThkMzctOGI0NjhkNjJkZjYwXkEyXkFqcGdeQXVyMjc0Nzk1Mg@@._V1_UY268_CR4,0,182,268_AL_.jpg",https://tubitv.com/
tt9059704,An American Pickle,An American Pickle,2020,Comedy,88,USA,"English, Hebrew",Brandon Trost,"Simon Rich, Simon Rich","    A simple Jewish man named Herschel Greenbaum works in a pickle factory in Brooklyn. One day he falls into a vat of brine and stays there, perfectly preserved, for 100 years. He comes back to life and goes to stay with his great-great-grandson, Ben, in contemporary Brooklyn.",5.8,9886,"https://m.media-amazon.com/images/M/MV5BNmRkZmZiNzUtMzgwYy00NTEzLWE2NjctMmI3NGI5ZTBiNDdkXkEyXkFqcGdeQXVyNzE3ODQxNjU@._V1_UX182_CR0,0,182,268_AL_.jpg",https://play.hbomax.com/feature/urn:hbo:feature:GXyIYDACdyMNlkwEAAAAE
tt6865630,Ana,Ana,2020,"Comedy, Drama",105,"USA, Puerto Rico","English, Spanish",Charles McDougall,"Cris Cole, Charles McDougall","    Ana meets Rafa in a chance encounter and they embark on a road trip to try and save him from bankruptcy, or worse.",5.7,1022,"https://m.media-amazon.com/images/M/MV5BNDdjNzk4ODItN2Q0Ni00YTFjLTkyNTAtNzMyMTc3ODM0NzlhXkEyXkFqcGdeQXVyNTk3MjE4NjI@._V1_UX182_CR0,0,182,268_AL_.jpg",https://www.amazon.com/gp/video/detail/amzn1.dv.gti.b8b77b26-0012-08d0-da69-c6b3b7d68857?tag=imdbtag_tt_wbr_pvc_starzSub-20
tt7014356,Anastasia: Once Upon a Time,Anastasia: Once Upon a Time,2020,"Adventure, Family, Fantasy",89,USA,English,Blake Harris,"Blake Harris, Anastasia Romanoff","    With Lenin about to destroy the Romanov, Rasputin sends Anastasia through a magical portal.",3.3,187,"https://m.media-amazon.com/images/M/MV5BODI1YjAwOGYtYzY1MS00ZmJkLTk4NzYtODQzMTJiMzA2MTVmXkEyXkFqcGdeQXVyMTM5NzM0Njc@._V1_UX182_CR0,0,182,268_AL_.jpg",NA
tt5759590,Angels Fallen,Angels Fallen,2020,Horror,86,USA,English,Ali Zamani,Amanda Barton,"    After the tragic loss of his wife battling the forces of darkness, Gabriel is persuaded to rejoin his former team of demon hunters traveling from relatively obscurity in America to the deep unknown regions of Europe. He is joined by his estranged best friend Michael who harbors a dark secret, the mystical Hannah whose visions predict the future, and a motley crew of demon slayers. After losing part of his team Gabriel must confront his tragic past and decide who really is friend or foe.",4.3,835,"https://m.media-amazon.com/images/M/MV5BZjg1OTcxMTItOTM1Yy00NTEwLWE0YmItODhjYmJjOTJhMTViXkEyXkFqcGdeQXVyNTM3MDMyMDQ@._V1_UY268_CR9,0,182,268_AL_.jpg",NA
tt6882604,Archive,Archive,2020,Sci-Fi,109,"UK, Hungary, USA",English,Gavin Rothery,Gavin Rothery,    2038: George Almore is working on a true human-equivalent AI. His latest prototype is almost ready. This sensitive phase is also the riskiest. Especially as he has a goal that must be hidden at all costs.,6.3,4804,"https://m.media-amazon.com/images/M/MV5BMzFkNTRiMzYtODM2MS00YWQ2LThkNTUtMDE1Y2E2YjAwYTUxXkEyXkFqcGdeQXVyMzQwMTY2Nzk@._V1_UX182_CR0,0,182,268_AL_.jpg",https://www.amazon.com/gp/video/detail/amzn1.dv.gti.72ba53f5-4c8c-c5ef-2065-b67792e30e5e?tag=imdbtag_tt_wbr_pvs_piv-20
tt9139586,Arkansas,Arkansas,2020,"Crime, Drama, Thriller",117,USA,English,Clark Duke,"Clark Duke, Andrew Boonkrong","    Kyle and Swin live by the orders of an Arkansas-based drug kingpin named Frog, whom they've never met. But when a deal goes horribly wrong, the consequences are deadly.",5.9,5032,"https://m.media-amazon.com/images/M/MV5BZDFkNTUzMzgtODU5Ny00MWZiLWE2YzQtMjM1NGY0ZWQ3M2YxXkEyXkFqcGdeQXVyNzg5MzIyOA@@._V1_UX182_CR0,0,182,268_AL_.jpg",https://www.amazon.com/gp/video/detail/amzn1.dv.gti.46b85f15-3bcd-c135-4b75-f7a2217d366c?tag=imdbtag_tt_wbr_pvs_piv-20
tt3089630,Artemis Fowl,Artemis Fowl,2020,"Adventure, Family, Fantasy",95,USA,"English, Italian",Kenneth Branagh,"Conor McPherson, Eoin Colfer","    Artemis Fowl, a young criminal prodigy, hunts down a secret society of fairies to find his missing father.",4.1,18079,"https://m.media-amazon.com/images/M/MV5BYWFmYjBiYzItYjBlOS00NThkLTljMWEtYzQ4NTdlNDlmMjg0XkEyXkFqcGdeQXVyMTEyMjM2NDc2._V1_UX182_CR0,0,182,268_AL_.jpg",NA
tt8064418,Assassin 33 A.D.,Assassin 33 A.D.,2020,Sci-Fi,109,USA,English,Jim Carroll,Jim Carroll,"    Extremists use a time machine to go back and commit the ultimate jihad of killing Jesus and the Disciples before the resurrection. The young geniuses that created time travel must go back in time, dodge the assassins, interact with Biblical characters and make the corrections before the time line overrides itself and starts the apocalypse.",3.6,956,"https://m.media-amazon.com/images/M/MV5BZTVlYWNiNDMtMzM2Yi00N2U3LWFiMDItNTUwZTA0YmFjNTIzXkEyXkFqcGdeQXVyMTMxNzQ3MTA@._V1_UX182_CR0,0,182,268_AL_.jpg",NA
tt8804580,Attack of the Unknown,Attack of the Unknown,2020,"Action, Horror, Sci-Fi",103,USA,English,Brandon Slagle,"Brandon Slagle, Michael Mahal","    Throughout history there have been cases of entire cities disappearing overnight, but no one really knows why. It's happened throughout the world, as recently as one-hundred years ago in the United States, and it's also going to happen tonight. LOS ANGELES: a SWAT team transporting a high profile inmate find themselves trapped inside a county detention center as the world burns around them. They have no communication with the outside world, no radios, no television, and no working vehicles. Together they must put aside their differences and band together to escape the mysterious alien forces that are tracking them.",3.9,553,"https://m.media-amazon.com/images/M/MV5BODdlNjQ5ZGEtOTFjOS00NWI3LWFjYWEtY2Y1MjFiZTAxZDgyXkEyXkFqcGdeQXVyNTI4MTg4Mw@@._V1_UY268_CR0,0,182,268_AL_.jpg",https://tubitv.com/
tt8784956,Ava,Ava,2020,"Action, Crime, Drama",96,USA,English,Tate Taylor,Matthew Newton,"    Lethally beautiful and incredibly efficient in her dangerous line of work, Ava, a taciturn lone wolf and cold-blooded assassin, is starting to develop a conscience. Having beaten her alcohol and substance dependence with the help of Duke, her grizzled mentor of death and father figure, more and more, unstable Ava lets guilt get in the way of closing her ""deals"", attracting unwanted attention by breaking protocol. As a result, after a botched attempt to liquidate a high-profile target, Ava reunites with her estranged family after eight long years of absence, unaware that she has just signed her death warrant. Now, as Ava tries to settle old scores and reconnect with her loved ones, every killer in the business is after her. Can Ava rely on Duke to have her back?",5.3,7195,"https://m.media-amazon.com/images/M/MV5BMTMzMTg1MjgtOWNhYy00NmZmLWExOTctMjA2OTZhZDFkNDhhXkEyXkFqcGdeQXVyNzAwMjU2MTY@._V1_UX182_CR0,0,182,268_AL_.jpg",https://www.netflix.com/watch/81034865?source=imdb
tt6143798,Axcellerator,Axcellerator,2020,"Action, Sci-Fi",91,USA,,David Giancola,"Mike Ford, David Giancola","    When a young car thief stumbles on the invention of the century (and the various government agencies that want to kill him), he and a sassy checkout clerk named Kate have the adventure of a lifetime.",5.1,1097,"https://m.media-amazon.com/images/M/MV5BMWY3YThiZjctOGY4ZS00NzA1LTliZTUtNWEyMTVlODNhZmQ2XkEyXkFqcGdeQXVyMTgzOTE5MTY@._V1_UY268_CR14,0,182,268_AL_.jpg",NA
tt1502397,Bad Boys for Life,Bad Boys for Life,2020,"Action, Comedy, Crime",124,"USA, Mexico","English, Spanish","Adil El Arbi, Bilall Fallah","Peter Craig, Joe Carnahan","    Marcus and Mike have to confront new issues (career changes and midlife crises), as they join the newly created elite team AMMO of the Miami police department to take down the ruthless Armando Armas, the vicious leader of a Miami drug cartel.",6.6,111557,"https://m.media-amazon.com/images/M/MV5BMWU0MGYwZWQtMzcwYS00NWVhLTlkZTAtYWVjOTYwZTBhZTBiXkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_UX182_CR0,0,182,268_AL_.jpg",https://www.amazon.com/gp/video/detail/amzn1.dv.gti.2ab7d9fd-c622-18cc-a0d3-26c475906f99?tag=imdbtag_tt_wbr_pvc_starzSub-20
